guid,plant_type,plant_origin,light_requirement,wind_tolerance,growth_rate,frost_resistant,is_evergreen,is_native,plant_height,plant_width,flower_color,flowering_month,climate_zone
https://id.biodiversity.org.au/node/apni/2912734,Shrub,South West Australia,Half Sun / Half Shade,Wind Tolerant,Medium,Tender,Yes,Yes,1,1,White,"September, October","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2912734,Tree,Western Australia,Full Sun,Wind Tolerant,Medium,Tender,Yes,Yes,10,4,White,"September, October, November","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2912737,Annual/Perennial,"Europe, Asia, N America",Full Sun to Part Shade,Medium,Fast,,Yes,No,0.6,0.2,Pink White,"January, February, March, December","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2912764,Vegetable,"Europe, N Africa, W Asia",Full Sun to Part Shade,Medium,Very fast,Hardy,No,No,0.4,0.3,,,
https://id.biodiversity.org.au/node/apni/2912787,Ferns,Queensland,Half Sun / Half Shade,Sheltered,Slow,Tender,Yes,Yes,2,2,,,
https://id.biodiversity.org.au/node/apni/2912810,Shrub,Queensland,Full Sun to Part Shade,Wind/Salt tolerant,Fast,Tender,Yes,Yes,5,4,White,"October, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2912814,Shrub,Australia,Full Sun,Wind/Salt tolerant,Fast,Hardy,Yes,Yes,2,2,Yellow,"January, February, March, April, May, June, July","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2912823,Annual/Perennial,Southern California and Baja California,Full Sun,Sheltered,Fast,Hardy,No,No,2,2,White,"January, February, November, December","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2912832,Shrub,Mexico,Full Sun to Part Shade,Sheltered,Fast,Tender,No,No,3,3,Red,"February, March, April, May","[{""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2912908,Annual/Perennial,Mexico and West Indies,Full Sun to Part Shade,Medium,Fast,Tender,Yes,No,0.75,0.75,Blue Pink White,"January, February, March, April, May, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2913063,Cactii/Succulent,South Africa,Full Sun to Part Shade,Wind Tolerant,Fast,Marginal,No,No,1.3,1.5,Orange Red,"June, July, August","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2913065,Tree,Australia,Full Sun to Part Shade,Wind/Salt tolerant,Fast,,Yes,Yes,2,2,Yellow,"October, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2913092,Vegetable,Tropical America,Full Sun,Sheltered,Fast,Tender,No,No,1.5,0.3,White,"January, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2913092,Annual/Perennial,Tropical America,Full Sun to Part Shade,Medium,Fast,Tender,Yes,No,0.3,0.2,White,"January, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2913092,Vegetable,Tropical America,Full Sun,Sheltered,Medium,Tender,No,No,0.7,0.5,White,"January, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2913092,Vegetable,Tropical America,Full Sun,Sheltered,Fast,Tender,No,No,1.5,0.5,White,"January, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2913092,Annual/Perennial,Tropical America,Full Sun to Part Shade,Medium,Fast,Tender,Yes,No,0.3,0.2,White,"January, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2913175,Shrub,South America,Full Sun to Part Shade,Wind Tolerant,Very fast,,Yes,No,1.8,1.5,Golden Orange Yellow,"September, October","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2913225,Tree,Tropical Asia,Full Sun to Part Shade,Sheltered,Medium,Tender,No,No,12,5,Yellow,"January, February, December","[{""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2913306,Annual/Perennial,Southwestern Australia,Full Sun to Part Shade,Sheltered,Medium,Tender,Yes,Yes,0.6,0.3,Blue,"January, November, December","[{""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2913517,Shrub,South Western Australia,Full Sun to Part Shade,Wind Tolerant,Fast,Marginal,Yes,Yes,0.5,2,Orange Pink,"June, July, August, September, October, November","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2913570,Shrub,South Western Australia,Full Sun,Medium,,Hardy,Yes,Yes,5,0,Cream Pink Red,"September, October, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2913581,Climber/Creeper,"Eastern Asia - China, Japan and Korea",Full Sun to Part Shade,Medium,Very fast,Hardy,No,No,8,1,Cream Pink White,,"[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2913654,Annual/Perennial,Peru,Full Sun to Part Shade,Medium,Fast,Tender,Yes,No,0.1,1,Cream Orange Pink Red White Yellow,"January, February, March, April, May, June, August, September, October, November, December","[{""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2913826,Tree,Hybrid Origin,Full Sun to Part Shade,Wind Tolerant,Very fast,Hardy,No,No,15,15,,,
https://id.biodiversity.org.au/node/apni/2913921,Bulb/Corm/Tuber,South Africa,Full Sun to Part Shade,Medium,Fast,Marginal,No,No,0.75,0.2,Pink,"January, February, March","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2913945,Climber/Creeper,Eastern U.S.A,Full Sun to Part Shade,Medium,Fast,Hardy,No,No,15,0,,,
https://id.biodiversity.org.au/node/apni/2913990,Climber/Creeper,Tropical America,Full Sun,Sheltered,Fast,Tender,Yes,No,6,0,White,"January, February, December","[{""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2914034,Tree,East Coast Australia,Full Sun,Wind/Salt tolerant,Fast,Marginal,Yes,Yes,45,15,Cream White,"June, July, August","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2914083,Shrub,Western Australia,Full Sun to Part Shade,Wind/Salt tolerant,Fast,Hardy,Yes,Yes,2.5,2.5,Golden Yellow,"January, February, March, April, May","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2914117,Shrub,South Coast of Australia,Full Sun,Wind/Salt tolerant,Fast,Tender,Yes,Yes,1,1.75,Cream Purple White,"January, February, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2914117,Shrub,South Coast of Australia,Full Sun,Wind/Salt tolerant,Fast,Tender,Yes,Yes,0.2,0.2,Cream Purple White,"January, February, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2914136,Tree,Eastern Australia,Full Sun to Part Shade,,,Marginal,Yes,Yes,18,6,,,
https://id.biodiversity.org.au/node/apni/2914160,Shrub,Western Australia,Full Sun to Part Shade,Wind Tolerant,Medium,Marginal,Yes,Yes,0.4,1,Yellow,"May, June, July, August","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2914209,Shrub,Hybrid - China,Half Sun / Half Shade,Wind Tolerant,Fast,Hardy,Yes,No,2.5,2.5,Mauve Pink White,"January, February, March, April, May, October, November, December","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2914209,Shrub,Hybrid - China,Half Sun / Half Shade,Wind Tolerant,Fast,Marginal,Yes,No,2.5,2.5,Mauve Pink White,"January, February, March, April, May, October, November, December","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2914209,Shrub,Hybrid - China,Half Sun / Half Shade,Wind Tolerant,Fast,Marginal,Yes,No,1,1,Mauve Pink White,"January, February, March, April, May, October, November, December","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2914238,Shrub,NSW,Moderate/Dappled Shade,Medium,Slow,Hardy,Yes,Yes,1,1,Mauve Pink,"March, April, May, June, July, August","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2914243,Shrub,Western Europe,Full Sun to Part Shade,Wind/Salt tolerant,Medium,Hardy,Yes,No,0.4,0.6,Pink Purple Red,"January, November, December","[{""Zone"": 8}, {""Zone"": 9}]"
https://id.biodiversity.org.au/node/apni/2914462,Shrub,South West China,Full Sun to Part Shade,Medium,Medium,Tender,Yes,No,2,2.5,,,
https://id.biodiversity.org.au/node/apni/2914472,Shrub,Western Australia,Full Sun,Wind Tolerant,Fast,Tender,Yes,Yes,6,6,Cream White,"January, September, October, November, December","[{""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2914484,Shrub,"NSW, Queensland",Full Sun,Wind Tolerant,Fast,Marginal,Yes,Yes,6,4,Cream Golden Pink White Yellow,"January, February, March, April, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2914626,Tree,Central and South America,,,,,Yes,Yes,9,4,Green Purple,"January, February, March, April, May, June, July, August, September, October, November, December","[{""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2914642,Bulb/Corm/Tuber,S and E Mediterranean Regions,Full Sun to Part Shade,Sheltered,Fast,,No,No,0.6,0.1,Blue Mauve Purple White,"May, June, July, August","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2914649,Shrub,"South East Asia, India, Bangladesh and the Philippines",Full Sun,Medium,Very fast,Marginal,No,No,20,8,Cream Mauve Pink Purple Red White,"January, February, March","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2914655,Annual/Perennial,Brazil,Full Sun,Medium,Fast,Tender,Yes,No,0.2,0.2,Pink Purple Red White Yellow,"January, February, November, December",[]
https://id.biodiversity.org.au/node/apni/2914695,Annual/Perennial,"Europe, North Africa and Western Asia",Full Sun to Part Shade,Medium,Fast,Hardy,No,No,0.1,0.6,White,"January, February, November, December","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2914698,Annual/Perennial,West Africa,Full Sun,Wind Tolerant,Fast,Tender,Yes,No,2.5,2.5,Cream White Yellow,"March, April, May","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2914700,Tree,Southeast Asia,Half Sun / Half Shade,Medium,Fast,Marginal,Yes,No,12,10,White,"January, February, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2914702,Shrub,Western Australia,Full Sun,Sheltered,Fast,Marginal,Yes,Yes,5,0,Mauve Pink White,"August, September, October","[{""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2914704,Tree,Eastern Australia,Full Sun to Part Shade,Medium,Medium,Tender,Yes,Yes,20,3,Cream,"November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2914704,Tree,Eastern Australia,Full Sun to Part Shade,Medium,Medium,Tender,Yes,Yes,6,3,Cream,"November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2914927,Tree,Eastern Europe - Hybrid Australia,Full Sun,Wind Tolerant,Fast,Hardy,No,No,15,7,,,
https://id.biodiversity.org.au/node/apni/2914933,Ferns,Eastern Australia,Half Sun / Half Shade,Wind Tolerant,Fast,Marginal,Yes,Yes,4.5,2,,,
https://id.biodiversity.org.au/node/apni/2914938,Annual/Perennial,Tropical America,Full Sun to Part Shade,Sheltered,Fast,,Yes,No,1.2,0.8,Red,"January, February, March, April, May, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2914960,Annual/Perennial,Australia,Full Sun to Part Shade,Medium,Fast,Tender,Yes,Yes,0.2,1,Red,"September, October, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2914962,Tree,Greece and Albania,Full Sun to Part Shade,Wind Tolerant,Medium,Hardy,No,No,36,10,Cream White,"September, October, November","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}]"
https://id.biodiversity.org.au/node/apni/2915006,Fruit/Nut Plants,India and Southeast Asia,Full Sun,Sheltered,Slow,Tender,Yes,No,24,24,,,
https://id.biodiversity.org.au/node/apni/2915094,Shrub,Western Australia,Full Sun to Part Shade,Sheltered,Medium,Marginal,Yes,Yes,1.5,1,Pink,"July, August, September, October","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2915149,Herb,Southern Europe,Full Sun to Part Shade,Medium,Fast,Hardy,Yes,No,0.6,0.6,Yellow,"January, February, December","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2915158,Shrub,NSW Queensland,Full Sun,Wind Tolerant,Fast,Marginal,Yes,Yes,3,1.8,Golden Orange,"November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2915195,Shrub,Western Australia,Full Sun to Part Shade,Medium,Medium,Marginal,Yes,Yes,0.4,1,Red,"June, July, August, September, October, November","[{""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2915209,Shrub,South western Europe and North Africa,Full Sun,Medium,Fast,Hardy,Yes,No,2,1.5,White,"September, October, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2915282,Tree,"NSW, Queensland",Half Sun / Half Shade,Wind Tolerant,Slow,Tender,Yes,Yes,20,5,,,
https://id.biodiversity.org.au/node/apni/2915299,Tree,Europe,Full Sun to Part Shade,Wind Tolerant,Fast,Hardy,No,No,35,25,,,
https://id.biodiversity.org.au/node/apni/2915331,Tree,Europe,Full Sun,Sheltered,Slow,Marginal,Yes,No,30,8,,,
https://id.biodiversity.org.au/node/apni/2915345,Bulb/Corm/Tuber,South Africa,Full Sun to Part Shade,Medium,Medium,,No,No,0.3,0.1,Pink,"March, April, May","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2915514,Annual/Perennial,Southern Europe,Full Sun,Medium,Fast,Hardy,Yes,No,0.4,0.4,Mauve Purple Red,"January, February, March, October, November, December","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2915561,Annual/Perennial,South Australia,Full Sun,Medium,Fast,Marginal,Yes,Yes,0.6,0.6,Yellow,"January, October, November, December","[{""Zone"": 8}, {""Zone"": 9}]"
https://id.biodiversity.org.au/node/apni/2915590,Shrub,Australia,Full Sun,Wind/Salt tolerant,Medium,Marginal,No,Yes,0.2,1,Mauve White,"February, September, October, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2915629,Annual/Perennial,South America,Full Sun to Part Shade,Wind/Salt tolerant,Very fast,Hardy,Yes,No,3,1.5,,,
https://id.biodiversity.org.au/node/apni/2915642,Tree,Eastern Australia,Full Sun to Part Shade,Medium,Medium,Tender,Yes,Yes,9,3,Pink,"November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2915642,Tree,Eastern Australia,Full Sun to Part Shade,Medium,Medium,Tender,Yes,Yes,6,3,White,"November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2915670,Shrub,Pacific Islands,Half Sun / Half Shade,Medium,Fast,Tender,Yes,No,1.5,2,,,
https://id.biodiversity.org.au/node/apni/2915725,Shrub,Western Australia,Full Sun to Part Shade,Wind Tolerant,Fast,Hardy,Yes,Yes,2,2,Yellow,,"[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2915828,Climber/Creeper,Brazil,Full Sun,Wind Tolerant,Fast,Marginal,Yes,No,5,1,Orange Pink Red White,"January, February, November, December","[{""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2915840,,Europe and Western Asia,Full Sun to Part Shade,Sheltered,Fast,Hardy,No,No,0,0,Yellow,"January, February, March, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2916105,Shrub,NSW,Full Sun to Part Shade,Medium,Medium,Hardy,Yes,Yes,0.9,1,White,"May, June, July, August, September","[{""Zone"": 8}, {""Zone"": 9}]"
https://id.biodiversity.org.au/node/apni/2916206,Fruit/Nut Plants,S America,Full Sun,Medium,Fast,Tender,Yes,No,8,2,Yellow,,"[{""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2916348,Shrub,California,Full Sun,Sheltered,Fast,Marginal,Yes,No,1.2,1.2,Blue Mauve,"January, February, October, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2916357,Tree,Hybrid - Canton,Full Sun to Part Shade,Sheltered,Fast,Marginal,Yes,No,10,4.5,Mauve Pink Red,"August, September, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2916504,Shrub,South Africa,Half Sun / Half Shade,Sheltered,Fast,Tender,Yes,No,2,4.5,Red,"February, March, April, May","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2916538,Bulb/Corm/Tuber,South Africa,Full Sun,Sheltered,Very fast,Marginal,No,No,0.6,0.3,Blue Mauve White,"January, February, March, April, May, June","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2916589,Tree,Tropical Asia,Half Sun / Half Shade,Wind Tolerant,Fast,Tender,Yes,No,15,15,,,
https://id.biodiversity.org.au/node/apni/2916589,Tree,Tropical Asia,Half Sun / Half Shade,Wind Tolerant,Fast,Tender,Yes,No,15,15,,,
https://id.biodiversity.org.au/node/apni/2916616,Tree,Australia,Full Sun to Part Shade,Wind Tolerant,Fast,Hardy,Yes,Yes,5,3,Cream White,"January, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2916616,Tree,Australia,Full Sun to Part Shade,Wind Tolerant,Fast,Hardy,Yes,Yes,5,3,Cream White,"January, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2916631,Shrub,South Africa,Full Sun,Wind Tolerant,Medium,Marginal,Yes,No,1.5,1.5,Orange Pink Red White Yellow,"January, February, March, April, May, June, July",[]
https://id.biodiversity.org.au/node/apni/2916641,Shrub,Western Pacific Regions,Full Sun to Part Shade,Wind Tolerant,Fast,Tender,Yes,No,4.5,3,,,
https://id.biodiversity.org.au/node/apni/2916643,Climber/Creeper,Tropical Australia,Half Sun / Half Shade,Sheltered,Medium,Tender,Yes,Yes,0,0,Cream White,"January, September, October, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2916690,Shrub,Western Australia,Full Sun to Part Shade,Sheltered,Medium,Marginal,Yes,Yes,1.5,0,,,
https://id.biodiversity.org.au/node/apni/2916722,Tree,"NSW, Queensland",Full Sun to Part Shade,Wind/Salt tolerant,Very fast,Tender,No,Yes,20,6,Red,"August, September, October","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2916843,Ferns,"South Africa, New Zealand, and the East Coast of Australia",Moderate/Dappled Shade,Sheltered,Medium,Tender,Yes,Yes,1,2,,,
https://id.biodiversity.org.au/node/apni/2916846,Annual/Perennial,Alaska and Greenland - now generally naturalised,Full Sun,Medium,Fast,Hardy,Yes,No,0.25,0,Yellow,"January, February, March, December","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2916884,Annual/Perennial,Central Americas,Full Sun,Sheltered,Fast,Marginal,No,No,1.5,0.5,Assorted,"January, February, March, April, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2916914,Tree,North East and Central China and Taiwan,Full Sun,Medium,Fast,Tender,No,No,20,6,,,
https://id.biodiversity.org.au/node/apni/2916930,Shrub,South Eastern Australia,Half Sun / Half Shade,Wind/Salt tolerant,Fast,Hardy,Yes,Yes,3,2,Cream Yellow,"January, September, October, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2916953,Shrub,North India mountains and China,Half Sun / Half Shade,Sheltered,Fast,Marginal,Yes,No,1,1,Yellow,"May, June, August","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2917170,Shrub,South Africa,Full Sun,Medium,Medium,Marginal,Yes,No,3,4.5,Cream Pink White,"September, October, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2917185,Shrub,Australia and New Zealand,Full Sun to Part Shade,Wind/Salt tolerant,Fast,Tender,Yes,Yes,3,3,Red,"January, October, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2917201,Shrub,"S. USA, Guatemala, Argentina",Full Sun,Wind Tolerant,Slow,Tender,Yes,No,5,2.5,Yellow,"January, February, March, April, December","[{""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2917215,Tree,Himalayas,Full Sun to Part Shade,Wind Tolerant,Very fast,Hardy,Yes,No,12,3,Cream Yellow,"January, October, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2917263,Bulb/Corm/Tuber,S Africa,Full Sun to Part Shade,Wind Tolerant,Fast,,No,No,0.8,0.2,White,"January, September, October, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2917322,Shrub,Australia,Full Sun to Part Shade,Medium,Fast,Marginal,Yes,Yes,0.4,2,Yellow,"June, July, August, September, October, November","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2917322,Shrub,Queensland and NSW,Full Sun,Medium,Fast,Marginal,Yes,Yes,0.4,3,Red,"June, July, August, September, October, November","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2917322,Shrub,Australia,Full Sun to Part Shade,Medium,Fast,Marginal,Yes,Yes,0.4,2,Yellow,"June, July, August, September, October, November","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2917450,Tree,SE Australia,Full Sun,Wind Tolerant,Fast,Hardy,Yes,Yes,20,8,White,"January, August, September, October, November, December","[{""Zone"": 8}, {""Zone"": 9}]"
https://id.biodiversity.org.au/node/apni/2917485,Tree,Queensland and New South Wales,Full Sun,Medium,Medium,Tender,Yes,Yes,25,6,Pink Red White,"January, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2917613,Shrub,"New South Wales, Australia",Half Sun / Half Shade,Medium,Medium,Hardy,Yes,Yes,1,1,Pink,"September, October, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2917642,Shrub,Asia,Full Sun,Sheltered,Medium,Tender,Yes,No,3,3,Golden Orange Yellow,"January, February, March, April, May, June, July, November, December","[{""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2917642,Shrub,Cultivar,Full Sun,Sheltered,Fast,Tender,Yes,No,6,5,Pink White,"January, February, March, April, May, June, July, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2917642,Shrub,Cultivar,Full Sun,Sheltered,Fast,Tender,Yes,No,3,3,Red,"January, February, March, April, May, June, July, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2917642,Shrub,Asia,Full Sun to Part Shade,Medium,Fast,Tender,Yes,No,4,4,Pink,"January, February, March, April, May, June, July, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2917711,Shrub,Western Australia,Full Sun,Medium,Fast,Marginal,Yes,Yes,4,3,Red,"June, July, August, September, October, November","[{""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2917775,Annual/Perennial,South Africa,Half Sun / Half Shade,Medium,Fast,Marginal,Yes,No,0.2,0.3,Blue,"January, February, March, April, October, November, December","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
